Date,Adj Close,Close,High,Low,Open,Volume
1997-05-15 00:00:00+00:00,0.097916998,0.097916998,0.125,0.096354,0.121875003,1443120000
1997-05-16 00:00:00+00:00,0.086457998,0.086457998,0.098958001,0.085417002,0.098438002,294000000
1997-05-19 00:00:00+00:00,0.085417002,0.085417002,0.088541999,0.081249997,0.088021003,122136000
1997-05-20 00:00:00+00:00,0.081771001,0.081771001,0.087499999,0.081771001,0.086457998,109344000
1997-05-21 00:00:00+00:00,0.071354002,0.071354002,0.082291998,0.068750001,0.081771001,377064000
1997-05-22 00:00:00+00:00,0.069792002,0.069792002,0.072396003,0.065624997,0.071874999,235536000
1997-05-23 00:00:00+00:00,0.075000003,0.075000003,0.076041996,0.066666998,0.070312999,318744000
1997-05-27 00:00:00+00:00,0.079167001,0.079167001,0.082291998,0.072916999,0.075521,173952000
1997-05-28 00:00:00+00:00,0.076563001,0.076563001,0.081771001,0.076563001,0.081249997,91488000
1997-05-29 00:00:00+00:00,0.075259998,0.075259998,0.077082999,0.073958002,0.077082999,69456000
1997-05-30 00:00:00+00:00,0.075000003,0.075000003,0.075521,0.073958002,0.075000003,51888000
1997-06-02 00:00:00+00:00,0.075521,0.075521,0.076563001,0.075000003,0.075521,11832000
1997-06-03 00:00:00+00:00,0.073958002,0.073958002,0.076563001,0.073958002,0.076563001,23664000
1997-06-04 00:00:00+00:00,0.070832998,0.070832998,0.074478999,0.069792002,0.073958002,61608000
1997-06-05 00:00:00+00:00,0.077082999,0.077082999,0.077082999,0.068750001,0.070832998,113448000
1997-06-06 00:00:00+00:00,0.082813002,0.082813002,0.085417002,0.075521,0.075781003,156144000
1997-06-09 00:00:00+00:00,0.084375001,0.084375001,0.085417002,0.082813002,0.082813002,47040000
1997-06-10 00:00:00+00:00,0.079167001,0.079167001,0.085417002,0.076563001,0.085417002,109176000
1997-06-11 00:00:00+00:00,0.077082999,0.077082999,0.080208004,0.076563001,0.079687998,23760000
1997-06-12 00:00:00+00:00,0.080208004,0.080208004,0.082291998,0.077604003,0.079167001,32640000
